Date	Open	High	Low	Close	Volume	20 Day MA
2022-02-10	171.74044547563142	173.06197739714082	169.18613787020695	169.74827575683594	90865900	166.72342071533203
2022-02-11	169.95541035257364	170.69507585718722	165.72451523900523	166.31625366210938	98670700	166.55917053222657
2022-02-14	165.0637149424693	167.24326879848334	164.26487877101454	166.55291748046875	86185500	166.3634162902832
2022-02-15	168.61409858496745	170.56681071234303	167.90401871164386	170.4090118408203	62527400	166.5215072631836
2022-02-16	169.48199669134448	170.95145558575015	167.7067968052376	170.17234802246094	61177400	166.84358291625978
2022-02-17	168.67328546762715	169.54116429514843	166.1485634768709	166.55291748046875	69589300	167.06939392089845
2022-02-18	167.48000075130753	168.19006578629532	163.90001491760074	164.99472045898438	82772700	167.32071533203126
2022-02-22	162.70664969161018	164.39309332458845	159.91564394257094	162.05575561523438	91162800	167.46399459838867
2022-02-23	163.25893100778922	163.86052610020872	157.54872107197968	157.86431884765625	90009200	167.48831939697266
2022-02-24	150.47753858504555	160.60602820119448	149.9055288402261	160.49754333496094	141147500	167.64873733520508
2022-02-25	161.58238349044123	162.8447446857937	158.65330703208352	162.57847595214844	91974200	167.93634872436525
2022-02-28	160.81314484694624	163.14062629962424	160.19182099075275	162.84475708007812	95056600	167.69012527465821
2022-03-01	162.43053332458442	164.30436153424517	159.73815524192204	160.95120239257812	83474400	167.13006973266602
2022-03-02	162.1248108481237	165.05388736076412	160.70465071490014	164.26490783691406	79724800	166.74407119750975
2022-03-03	166.14857731640046	166.58251676630655	163.26881511528796	163.93943786621094	76678400	166.2812255859375
2022-03-04	162.22344941513464	163.26884095616566	159.866382528752	160.921630859375	83737200	165.81227951049806
2022-03-07	161.10900331605166	162.7461331795691	156.84852295536032	157.10494995117188	96418800	165.16679840087892
2022-03-08	156.63157344143843	160.6356269387585	153.65318281569205	155.2705841064453	131148300	164.46559524536133
2022-03-09	159.2548902076686	161.15830369449165	157.21342149431186	160.7046356201172	91454900	163.8797805786133
2022-03-10	157.99252131969698	158.17990562273394	153.83066959977157	156.33567810058594	105342000	163.00401611328124
