Date	Open	High	Low	Close	Volume	20 Day MA
2017-05-08	34.692330491959495	35.779447993140096	34.692330491959495	35.61882400512695	195009600	33.579711723327634
2017-05-09	35.81900217877738	36.054119765984396	35.72123188043509	35.84693908691406	156521600	33.70564918518066
2017-05-10	35.76314336956438	35.835306923426536	35.40930538876216	35.67700958251953	103222800	33.84101486206055
2017-05-11	35.634935033227734	36.0136097833537	35.602210407090105	35.985557556152344	109020400	33.98982944488525
2017-05-12	36.160859841760015	36.562907186921315	36.15384767837943	36.48810958862305	130108000	34.17250080108643
2017-05-15	36.46708423135302	36.616683054967496	36.242687779289945	36.394622802734375	104038800	34.34141960144043
2017-05-16	36.45072047595971	36.478769138308074	36.16554718636144	36.340858459472656	80194000	34.51498298645019
2017-05-17	35.90375168667022	36.13048789487337	34.99447065413489	35.12069320678711	203070800	34.63359050750732
2017-05-18	35.35911369240525	35.84297091932826	35.326389066268995	35.65597152709961	134272800	34.75847682952881
2017-05-19	35.85231658187617	35.99256342648802	35.67700535107427	35.77751541137695	107843200	34.89141902923584
2017-05-22	35.99724357848169	36.13281804074429	35.74245874942518	35.99490737915039	91865600	35.019284629821776
2017-05-23	36.207613874644274	36.207613874644274	35.83595489638173	35.95049285888672	79675600	35.1345703125
2017-05-24	35.95983449753062	36.03697185784715	35.68634943825332	35.842960357666016	76712000	35.25437297821045
2017-05-25	35.93413328342731	36.0790596875556	35.7705101497826	35.96685791015625	76942400	35.379090309143066
2017-05-26	35.997251510755206	36.05335240751748	35.835964553441336	35.906089782714844	87710400	35.50239906311035
2017-05-30	35.86167170721265	36.09775625852619	35.84063521156148	35.920108795166016	80507600	35.59230499267578
2017-05-31	35.99023838503473	36.036987347731674	35.61857931652573	35.707401275634766	97804800	35.66075115203857
2017-06-01	35.80323249570684	35.84063308579072	35.5811722879982	35.80556869506836	65616400	35.73934326171875
2017-06-02	35.89906581366068	36.33617401123047	35.73777890937428	36.33617401123047	111082800	35.85063457489014
2017-06-05	36.076718413976884	36.10243087438366	35.871022297439396	35.98088073730469	101326800	35.915877151489255
