Date	Open	High	Low	Close	Volume	20 Day MA
2010-06-09	7.584293103668603	7.597262531131048	7.313458052151695	7.3348708152771	854630000	7.60468065738678
2010-06-10	7.384334671295068	7.569515484102851	7.304712486787771	7.5553412437438965	776356000	7.58721821308136
2010-06-11	7.486572525928956	7.6563725791770505	7.460635291760192	7.645816802978516	545759200	7.579904317855835
2010-06-14	7.7197105030094955	7.81591974526787	7.660898695697045	7.669041633605957	602960400	7.580598020553589
2010-06-15	7.710060370151439	7.837033363831016	7.7058378965792675	7.832207679748535	585074000	7.588846802711487
2010-06-16	7.874729557830031	8.075292540159731	7.8605545193739585	8.060213088989258	783678000	7.611300826072693
2010-06-17	8.161250980423986	8.230619380509703	8.128075209263573	8.199554443359375	872855200	7.646783828735352
2010-06-18	8.211013888418917	8.293954114111248	8.185981058372166	8.265904426574707	784621600	7.701538920402527
2010-06-21	8.375083546335148	8.414894631300296	8.104851703364954	8.148282051086426	776490400	7.743536520004272
2010-06-22	8.208301538128422	8.32321032946122	8.188396395281222	8.259271621704102	717262000	7.78438811302185
2010-06-23	8.28128749045026	8.283700332390314	8.079819215228104	8.172410011291504	768457200	7.823218941688538
2010-06-24	8.173311853824124	8.23966418095323	8.08584877706782	8.112993240356445	714277200	7.860752725601197
2010-06-25	8.144963562725179	8.151296868912391	8.016783372903623	8.043625831604004	549942400	7.880884432792664
2010-06-28	8.050563193814945	8.135615059287597	7.9778783502175115	8.091882705688477	584948000	7.898105645179749
2010-06-29	7.965816255302804	7.973960000964786	7.6696471030882245	7.726046085357666	1133344800	7.891078543663025
2010-06-30	7.742328501655732	7.780329946559193	7.540258681415877	7.586101055145264	739452000	7.872349238395691
2010-07-01	7.6696475249760585	7.684727790592039	7.335476892472335	7.494117259979248	1022896000	7.8502723455429075
2010-07-02	7.55473622068473	7.568007656806129	7.334871232100075	7.447669982910156	693842800	7.8366703748703
2010-07-06	7.570117045878235	7.624404368853676	7.424143356722784	7.49863862991333	615235600	7.833186912536621
2010-07-07	7.554732433116296	7.804456618404467	7.532415266905897	7.8014397621154785	654556000	7.847271418571472
