Date	Open	High	Low	Close	Volume	20 Day MA
2016-10-14	27.182964366834288	27.249838176953084	27.010015403904664	27.125314712524414	142608800	26.33436460494995
2016-10-17	27.056136765518985	27.17374079612733	26.929306819575242	27.106868743896484	94499600	26.380138206481934
2016-10-18	27.25214951895502	27.25906719721423	27.08381172422562	27.088424682617188	98214000	26.425104999542235
2016-10-19	27.037694326608563	27.155300142091008	26.24212961092153	27.00771713256836	80138400	26.46626720428467
2016-10-20	26.94775838461158	27.067668908528873	26.825541381582006	26.993877410888672	96503200	26.494400215148925
2016-10-21	26.93622189684713	26.959283164304004	26.814004920367545	26.88779640197754	92770800	26.53925132751465
2016-10-24	27.00310243822305	27.15068543825952	26.980042924341376	27.129932403564453	94154800	26.59424934387207
2016-10-25	27.199109269329444	27.29365555754539	27.051526278386337	27.26828956604004	192516000	26.653743839263917
2016-10-26	26.359729806652915	26.680261773454543	26.12913116812927	26.654895782470703	264536800	26.672652626037596
2016-10-27	26.608779183321936	26.717160834797212	26.311306701398777	26.398935317993164	138248000	26.69917163848877
2016-10-28	26.258268738007743	26.567270082519734	26.161415968548578	26.223678588867188	151446800	26.70689697265625
2016-10-31	26.207538769300495	26.34128641795468	26.103768313898506	26.182172775268555	105677600	26.71865749359131
2016-11-01	26.163719804466545	26.235204815294697	25.488065762247256	25.709440231323242	175303200	26.701247024536134
2016-11-02	25.68868943738019	25.907757446676253	25.649488089919302	25.732501983642578	113326800	26.684413528442384
2016-11-03	25.723232536546153	25.83448718911924	25.39178336313909	25.456682205200195	107730400	26.644103622436525
2016-11-04	25.15536278029093	25.554029095374165	25.05801452242941	25.227214813232422	123348000	26.59036054611206
2016-11-07	25.51462537275388	25.614291947192786	25.370919544756187	25.591114044189453	130240000	26.531867599487306
2016-11-08	25.567936664698234	25.8947509619305	25.4265491448353	25.74177360534668	97016800	26.478025245666505
2016-11-09	25.468269677496455	25.802037164124663	25.044108892994014	25.70005226135254	236705600	26.41010570526123
2016-11-10	25.748730149100034	25.748730149100034	24.529554853330655	24.983848571777344	228538000	26.31052656173706
