Date	Open	High	Low	Close	Volume	20 Day MA
2014-12-17	23.881262907842128	24.487656488837054	23.814380424939916	24.391794204711914	213647200	25.43670997619629
2014-12-18	24.940231834444695	25.114124298095703	24.67047535866651	25.114124298095703	236024800	25.41419382095337
2014-12-19	25.027175761147525	25.245655405291217	24.893412470727966	24.920164108276367	353719200	25.363698387145995
2014-12-22	25.004871966535973	25.301379934108216	24.962512956500582	25.17876434326172	180670000	25.324349308013915
2014-12-23	25.243422578419505	25.265716172560616	25.071758331659332	25.0895938873291	104113600	25.256464576721193
2014-12-24	25.098507066480053	25.12748856346413	24.971431732177734	24.971431732177734	57918400	25.194152736663817
2014-12-26	24.991494300337532	25.531006978921432	24.97143058047973	25.41284942626953	134884000	25.13830633163452
2014-12-29	25.36827382107093	25.586753474464604	25.348208391167578	25.39502716064453	110395600	25.08234910964966
2014-12-30	25.334827186491797	25.397249931335292	24.993730258673963	25.085134506225586	119526000	25.05392427444458
2014-12-31	25.152018152587353	25.221128808872574	24.570146295581505	24.60804557800293	165613600	25.006549644470216
2015-01-02	24.833211143059795	24.84435878960709	23.932536070762698	24.37395668029785	212818400	24.9329794883728
2015-01-05	24.142103863164703	24.22236217004836	23.50003910898779	23.687307357788086	257142000	24.829981803894043
2015-01-06	23.751959797467396	23.950375693290983	23.32614480023075	23.689537048339844	263188400	24.732557392120363
2015-01-07	23.899092147460102	24.12203144622705	23.78762249807663	24.021709442138672	160423600	24.680723667144775
2015-01-08	24.35166530411688	25.00264778066623	24.23350602299597	24.944683074951172	237458000	24.655865955352784
2015-01-09	25.118570787263206	25.247875990838732	24.570140307595725	24.971431732177734	214798000	24.656534481048585
2015-01-12	25.102969421720204	25.10965732979821	24.25580094762661	24.356122970581055	198603200	24.63011589050293
2015-01-13	24.84213074135086	25.147558249682472	24.28032435255636	24.57237434387207	268367600	24.635577774047853
2015-01-14	24.309308208314505	24.632569602481603	24.18892074886744	24.478742599487305	195826400	24.65307836532593
2015-01-15	24.523329791471546	24.536705608890436	23.7787131396861	23.814382553100586	240056000	24.653858852386474
