Date	Open	High	Low	Close	Volume	20 Day MA
2009-07-24	4.733585705222964	4.825573285831478	4.720013872720647	4.825272083282471	438362400	4.38151445388794
2009-07-27	4.830700676195928	4.852114246814751	4.74293596227129	4.82858943939209	433311200	4.408145546913147
2009-07-28	4.79179398977612	4.828588616915291	4.75318892604469	4.825572967529297	363554800	4.435334730148315
2009-07-29	4.792396872826903	4.8391444685812814	4.772792938432577	4.82647705078125	382158000	4.461875295639038
2009-07-30	4.876846321558673	4.967928709123652	4.870814215358085	4.9097208976745605	469604800	4.491974973678589
2009-07-31	4.9157507516295125	4.976372193070293	4.913337909859467	4.927814960479736	422536800	4.52721676826477
2009-08-03	4.982705846544172	5.025834993505788	4.972451670985589	5.019501686096191	394240000	4.569169068336487
2009-08-04	4.974261805637978	4.993564140416086	4.952547031355215	4.9929609298706055	395810800	4.614635062217713
2009-08-05	4.998990566979331	5.048452196577046	4.952544585942718	4.97968864440918	423183600	4.656692957878112
2009-08-06	4.993865153537682	5.021914442838295	4.918767859538258	4.9434990882873535	341616800	4.698238229751587
2009-08-07	4.991149816822423	5.024627186805713	4.9703394618572885	4.991752624511719	387354800	4.738938903808593
2009-08-10	4.996277388776267	5.024627067293338	4.935957158921002	4.967926502227783	300294400	4.772687697410584
2009-08-11	4.936863187608322	4.957673951566981	4.882274646262536	4.910926342010498	355342400	4.803692102432251
2009-08-12	4.9024811745745405	5.0279465471887015	4.899767129900592	4.98572301864624	445071200	4.831484484672546
2009-08-13	5.026135809394236	5.087058850724998	5.021611731471297	5.0795183181762695	439980800	4.863001561164856
2009-08-14	5.06504194992588	5.07378809838051	4.992357107354309	5.030056953430176	305816000	4.8856666564941404
2009-08-17	4.932639091015587	4.933845914296367	4.808078982425728	4.813206672668457	524381200	4.895739960670471
2009-08-18	4.87473440754873	4.953451369150247	4.868099494326635	4.946213245391846	431152400	4.914574861526489
2009-08-19	4.9085119605715555	4.985419268132758	4.899464207843178	4.9643073081970215	413271600	4.92642765045166
2009-08-20	4.9757683660890075	5.028246862730566	4.964609779639588	5.016484260559082	342031200	4.939260649681091
