Date	Open	High	Low	Close	Volume	20 Day MA
2021-10-18	141.087417879003	144.42158498023664	140.80220069661792	144.13636779785156	85589200	140.94529876708984
2021-10-19	144.58878895701125	146.71321807963517	144.1363734076914	146.30996704101562	76378900	141.2074104309082
2021-10-20	146.25092232458866	147.2836319272436	145.68047306781278	146.80169677734375	58418800	141.37509994506837
2021-10-21	146.35916384090513	147.17549591517826	145.43464281684922	147.01812744140625	61421000	141.505419921875
2021-10-22	147.2246496624142	147.70656989367416	146.19193986938697	146.24111938476562	58883400	141.59246292114258
2021-10-25	146.2313054413386	146.9099438778132	145.18876552747267	146.1919708251953	50720600	141.753271484375
2021-10-26	146.8705781911009	148.3557035079497	146.55584129860043	146.86074829101562	60893400	142.11767044067383
2021-10-27	146.90007829966962	147.2639796886843	146.04441178713	146.3984832763672	56094900	142.41371231079103
2021-10-28	147.35252720093527	150.64734493513959	147.25416816096634	150.05723571777344	100077900	142.95809783935547
2021-10-29	144.79531502896225	147.4705183326251	143.99865798034938	147.33282470703125	124953200	143.30970840454103
2021-11-01	146.53620332052904	147.23450151759798	145.36579971440372	146.50669860839844	74588300	143.79262313842773
2021-11-02	146.21159275855513	149.07366903925606	146.2017478524666	147.5491943359375	69122000	144.23078536987305
2021-11-03	147.91313619223666	149.46711602446786	147.3525316683683	148.99502563476562	54511500	144.69747314453124
2021-11-04	149.08350828178897	149.91949994037512	148.15898750025153	148.47372436523438	60394600	145.07465591430665
2021-11-05	149.60642961376905	149.9117665557439	147.8039406992197	149.00559997558594	65463900	145.49761123657225
2021-11-08	149.1336558180347	149.2912539324096	147.9024487295747	148.17823791503906	55020900	145.88362503051758
2021-11-09	147.94184913856938	149.15335277413453	147.80395453801225	148.5426788330078	56787900	146.35179138183594
2021-11-10	147.76458610120733	147.8729329496047	145.62721193681102	145.69615173339844	65187100	146.70713577270507
2021-11-11	146.7204898254739	147.18340985390532	145.4597199665399	145.64686584472656	41000000	146.91986312866212
2021-11-12	146.19842649908082	148.13880979679595	145.26271225084722	147.7349853515625	63804000	147.1838851928711
