Date	Open	High	Low	Close	Volume	20 Day MA
2022-09-01	154.92349212875445	156.6839851570238	152.97507876180825	156.22903442382812	74229900	165.31138076782227
2022-09-02	157.99939590628455	158.60271188711715	153.27177825644614	154.10256958007812	76957800	164.83960723876953
2022-09-06	154.75530580052458	155.36850662628444	152.00577197385616	152.83656311035156	73714800	164.328271484375
2022-09-07	153.1234542880083	154.95317251010147	151.92670710435124	154.25096130371094	87449600	163.8851806640625
2022-09-08	152.94538473705316	154.64653741092113	151.00685665814208	152.76736450195312	84923800	163.15427780151367
2022-09-09	153.76628915019654	156.09054280158065	153.05417803537145	155.6454620361328	68028800	162.60436935424804
2022-09-12	157.84116721353752	162.4599903151482	157.55435175005206	161.6390838623047	104956000	162.17562026977538
2022-09-13	158.14773350226136	158.78071947336312	151.6892935639404	152.15414428710938	122656600	161.21872253417968
2022-09-14	153.09374163104474	155.37844038915551	151.926679794569	153.60804748535156	87965400	160.34243240356446
2022-09-15	152.95525439025965	153.53880031606002	149.72109971079473	150.7002410888672	90481100	159.2455841064453
2022-09-16	149.55297429864635	149.69143950724555	146.74408492315806	149.04855346679688	162278800	158.08593292236327
2022-09-19	147.67379670686103	152.86626503040227	147.46610642520244	152.78713989257812	81474200	157.24326934814454
2022-09-20	151.71897274674674	156.34769520131724	151.40248728790857	155.1806182861328	107689800	156.71561508178712
2022-09-21	155.6158024643446	157.00046976589607	151.91679652130887	152.0354766845703	101696800	156.047518157959
2022-09-22	150.71018277890735	152.7772763607259	149.2562902368526	151.0662384033203	86652500	155.31612396240234
2022-09-23	149.53320595309302	149.8101364012385	146.9320216456078	148.78152465820312	96029900	154.34686355590821
2022-09-26	148.01996113378675	152.08492248429954	148.00017607726048	149.1177978515625	93339400	153.71140365600587
2022-09-27	151.06622602201801	153.02452424999885	148.30679138608437	150.09695434570312	84442700	153.2356750488281
2022-09-28	146.0220793534527	148.98920370912427	143.2527602698443	148.19796752929688	146691400	152.78714294433593
2022-09-29	144.49896527323654	145.1121661573253	139.13834720782893	140.9186248779297	128138200	152.05821838378907
