Date	Open	High	Low	Close	Volume	20 Day MA
2019-02-06	41.74931972236733	41.969244921827226	41.31904048680348	41.65131378173828	112958400	37.96797523498535
2019-02-07	41.21146182437567	41.57959410746825	40.719028449956475	40.862457275390625	126966800	38.17869396209717
2019-02-08	40.56957271543673	40.97049058008769	40.432730577815995	40.91047286987305	95280000	38.38595676422119
2019-02-11	41.064118674986275	41.10253088926319	40.631990422346874	40.675201416015625	83973600	38.599503898620604
2019-02-12	40.83605668300269	41.05211900194715	40.74002613654565	41.02571105957031	89134000	38.85794734954834
2019-02-13	41.14574246464241	41.4074188096215	40.79283802526347	40.855255126953125	89960800	39.07117404937744
2019-02-14	40.742416878623665	41.1145236862345	40.66319307543209	41.004093170166016	87342800	39.26949234008789
2019-02-15	41.11213155221605	41.220162698109355	40.75202529044481	40.912872314453125	98507200	39.452253341674805
2019-02-19	40.74242576955754	41.15774731644634	40.68960988923752	41.035308837890625	75891200	39.629662132263185
2019-02-20	41.09773783863979	41.60909002638692	41.04972439141644	41.29939651489258	104457600	39.86234741210937
2019-02-21	41.24417061471739	41.38100908723205	40.884064358471065	41.0665168762207	68998800	40.0759780883789
2019-02-22	41.191356598965875	41.5322567640358	41.14334316193455	41.525054931640625	75652800	40.32711772918701
2019-02-25	41.81074211057274	42.221261232278	41.760325617862826	41.827545166015625	87493600	40.53290309906006
2019-02-26	41.70271210462175	42.084423905690734	41.573071784475964	41.85155487060547	68280800	40.757339286804196
2019-02-27	41.582671109407606	42.01239629398235	41.467434470647135	41.98118591308594	111341600	41.00762004852295
2019-02-28	41.84914627030458	41.99078717212835	41.513044931059945	41.568260192871094	112861600	41.11091861724854
2019-03-01	41.839546150191445	42.04840661100717	41.50584782554559	42.00519561767578	103544800	41.22184047698975
2019-03-04	42.178048965798084	42.67259433940162	41.765126803467055	42.216461181640625	109744800	41.34236946105957
2019-03-05	42.23807457059223	42.252478238426555	41.901973113962754	42.139644622802734	78949600	41.40252342224121
2019-03-06	41.933168733318645	42.130028559559456	41.757918064409324	41.897159576416016	83241600	41.4155330657959
